emp_no,title,from_date
247807,Technique Leader,1985-12-28
247808,Senior Engineer,2001-05-03
247817,Senior Engineer,1995-01-03
247826,Senior Staff,1986-09-16
247827,Senior Staff,2001-03-17
247855,Senior Staff,1993-03-07
247858,Senior Engineer,1995-01-19
247860,Senior Staff,1988-01-24
247863,Senior Engineer,1990-05-18
247872,Senior Staff,1992-06-05
247876,Senior Engineer,1998-07-28
247877,Senior Staff,2000-09-11
247878,Senior Staff,2002-01-03
247880,Staff,1997-08-04
247887,Senior Staff,1996-04-05
247898,Senior Staff,1994-11-24
247900,Senior Engineer,1985-12-14
247910,Senior Engineer,1991-09-22
247919,Senior Engineer,1997-02-25
247920,Senior Staff,1991-07-10
247942,Engineer,1997-09-13
247951,Staff,1987-05-26
247959,Technique Leader,1991-10-12
247963,Senior Engineer,1995-10-28
247967,Technique Leader,1991-01-05
247968,Senior Staff,1993-10-04
247971,Senior Staff,1991-10-31
247973,Senior Engineer,1995-03-22
247984,Senior Staff,1999-01-26
248000,Engineer,1997-07-04
248008,Senior Engineer,1986-11-11
248012,Senior Engineer,1994-05-01
248019,Senior Staff,2002-02-25
248023,Senior Engineer,1995-12-29
248035,Engineer,1997-03-22
248038,Senior Engineer,1995-05-09
248049,Engineer,1998-03-27
248050,Senior Staff,1998-06-27
248056,Senior Engineer,2000-11-23
248063,Technique Leader,1997-08-14
248066,Senior Engineer,1991-11-23
248079,Engineer,1995-10-28
248083,Technique Leader,1999-08-15
248084,Engineer,1999-01-26
248085,Senior Engineer,1997-03-31
248087,Senior Engineer,1988-09-17
248092,Senior Staff,1995-11-11
248125,Senior Engineer,1985-12-09
248130,Senior Staff,1996-08-26
248134,Technique Leader,1985-07-07
248141,Staff,1985-07-17
248144,Senior Engineer,1994-05-17
248172,Senior Staff,1993-08-15
248214,Staff,1997-07-02
248219,Senior Engineer,1993-04-22
248224,Senior Staff,1985-12-16
248227,Senior Engineer,1989-12-09
248230,Technique Leader,1988-02-22
248232,Staff,1997-04-07
248233,Technique Leader,1986-02-15
248234,Senior Staff,2001-08-04
248245,Engineer,1996-06-20
248259,Senior Engineer,1991-05-12
248264,Senior Engineer,1994-11-08
248268,Senior Staff,1991-08-28
248277,Senior Staff,1986-09-03
248292,Senior Engineer,1995-01-09
248295,Senior Staff,1991-10-28
248303,Senior Engineer,1996-02-03
248304,Senior Engineer,1993-03-10
248310,Senior Engineer,2000-08-09
248312,Senior Staff,1998-02-05
248320,Senior Engineer,1996-12-08
248324,Senior Engineer,1992-11-12
248327,Senior Staff,1996-05-01
248335,Technique Leader,1986-05-23
248336,Senior Staff,2002-07-28
248340,Engineer,1996-11-23
248361,Senior Staff,1988-10-15
248374,Senior Engineer,1994-04-30
248377,Senior Engineer,1999-06-17
248386,Senior Engineer,1987-05-31
248389,Senior Staff,1985-09-11
248414,Senior Engineer,1988-12-17
248416,Senior Engineer,1993-01-29
248419,Staff,1993-11-17
248437,Senior Staff,1994-01-20
248443,Senior Staff,1995-09-13
248454,Senior Staff,2001-11-11
248456,Senior Staff,1997-06-07
248458,Engineer,1987-09-12
248462,Senior Engineer,1998-04-07
248475,Senior Engineer,1996-01-22
248478,Senior Staff,1988-08-13
248486,Senior Staff,1991-04-06
248502,Senior Engineer,1997-10-09
248515,Senior Staff,1992-04-30
248524,Engineer,1986-08-16
248537,Engineer,1995-08-28
248542,Senior Engineer,1996-11-15
248544,Senior Staff,1990-10-20
248571,Senior Staff,2000-12-18
248572,Senior Staff,1992-02-06
248580,Senior Staff,1995-07-24
248586,Senior Engineer,1993-12-02
248599,Senior Staff,1998-11-15
248600,Senior Staff,1996-08-31
248609,Engineer,1995-01-20
248614,Staff,1996-07-22
248626,Senior Engineer,1991-12-19
248627,Senior Staff,1992-11-01
248631,Senior Staff,1994-12-25
248632,Senior Staff,1993-01-12
248640,Senior Staff,1987-01-04
248642,Senior Staff,1995-05-03
248648,Senior Engineer,2000-09-11
248650,Senior Staff,1999-09-27
248659,Senior Engineer,1999-05-07
248669,Staff,1994-09-05
248686,Senior Staff,1995-10-27
248688,Senior Engineer,1995-07-10
248706,Senior Staff,1991-12-31
248710,Senior Staff,1989-02-17
248713,Engineer,2000-01-27
248719,Technique Leader,1990-04-08
248733,Senior Engineer,2000-03-13
248734,Senior Engineer,2001-12-10
248741,Senior Staff,1991-08-01
248743,Senior Engineer,1993-03-27
248755,Technique Leader,1986-10-23
248765,Engineer,1985-05-13
248818,Senior Staff,1993-09-04
248820,Technique Leader,1986-06-25
248826,Technique Leader,1992-12-04
248859,Senior Staff,1994-03-06
248860,Senior Engineer,1998-03-03
248871,Senior Staff,1994-09-02
248872,Engineer,1988-12-03
248885,Senior Staff,1993-05-12
248888,Senior Engineer,1995-06-12
248902,Senior Staff,1992-08-02
248905,Staff,1992-03-16
248908,Engineer,1998-08-09
248933,Senior Staff,1997-05-20
248939,Staff,1996-11-09
248950,Staff,2000-01-24
248951,Engineer,1998-10-13
248957,Senior Staff,1987-08-16
248959,Senior Staff,1996-01-18
248965,Senior Staff,1991-04-15
248973,Senior Staff,1997-03-27
248979,Senior Staff,1994-08-16
248988,Staff,1993-09-28
248989,Senior Engineer,1995-03-13
248991,Technique Leader,1999-12-15
248994,Senior Staff,1988-08-17
248996,Senior Staff,2002-01-29
249003,Senior Engineer,1996-01-18
249011,Senior Staff,1995-07-27
249034,Technique Leader,1995-04-11
249045,Senior Staff,1991-02-14
249052,Assistant Engineer,1997-03-02
249067,Technique Leader,1987-05-19
249072,Staff,1987-09-13
249078,Senior Engineer,1994-04-10
249082,Senior Engineer,1990-09-20
249093,Senior Engineer,1998-11-29
249094,Assistant Engineer,1998-09-02
249110,Staff,1999-06-21
249117,Technique Leader,1988-12-25
249121,Senior Engineer,1998-03-20
249150,Senior Staff,1986-04-19
249153,Senior Staff,1995-12-05
249158,Senior Engineer,1994-10-27
249159,Senior Staff,1986-05-31
249161,Staff,1986-05-11
249163,Senior Staff,1985-06-20
249166,Senior Staff,1985-11-13
249170,Engineer,1996-06-15
249174,Senior Engineer,1991-10-11
249193,Senior Engineer,1991-05-27
249194,Senior Engineer,1992-03-09
249222,Senior Engineer,1995-07-01
249225,Engineer,1996-10-01
249226,Senior Staff,1991-05-23
249227,Engineer,1998-03-01
249233,Senior Engineer,1986-07-14
249237,Senior Engineer,2001-05-17
249238,Senior Staff,1999-01-28
249245,Senior Staff,2001-01-27
249261,Senior Staff,1998-02-18
249265,Staff,1994-03-21
249276,Senior Staff,1991-03-24
249288,Engineer,1999-04-07
249299,Senior Engineer,1992-11-18
249306,Staff,1995-10-27
249324,Engineer,1998-07-11
249339,Senior Engineer,1985-03-18
249341,Senior Staff,1995-05-23
249343,Senior Engineer,1996-01-04
249355,Senior Staff,1997-08-13
249369,Senior Engineer,1993-08-30
249377,Senior Staff,1996-06-27
249381,Senior Engineer,1996-07-15
249387,Senior Staff,1994-11-11
249390,Senior Engineer,1996-10-22
249394,Senior Engineer,1991-06-07
249395,Senior Staff,1999-11-04
249399,Senior Engineer,1998-06-11
249400,Engineer,1985-04-06
249409,Senior Staff,1994-02-17
249410,Assistant Engineer,1998-05-04
249411,Senior Staff,1994-03-27
249415,Senior Engineer,1996-06-16
249417,Senior Engineer,1999-07-13
249429,Senior Engineer,1993-12-17
249439,Engineer,1998-10-25
249453,Senior Engineer,1998-10-16
249457,Senior Staff,1992-04-08
249468,Senior Staff,1993-07-08
249479,Senior Engineer,1999-05-10
249506,Senior Staff,1991-08-29
249507,Senior Staff,1991-03-22
249515,Senior Engineer,1997-01-29
249520,Senior Engineer,2000-02-18
249521,Engineer,1986-08-10
249525,Senior Staff,1994-03-18
249528,Senior Engineer,1988-05-23
249534,Senior Engineer,1997-09-03
249535,Senior Engineer,1985-12-07
249547,Senior Staff,1997-03-24
249548,Engineer,1999-05-29
249549,Senior Engineer,1998-12-08
249559,Senior Engineer,1996-05-28
249567,Senior Staff,1991-05-14
249568,Senior Engineer,1985-12-17
249578,Senior Engineer,1999-04-09
249591,Senior Engineer,1991-04-15
249602,Senior Staff,1994-09-21
249603,Staff,1996-05-23
249607,Senior Engineer,1995-11-13
249609,Senior Staff,1995-03-20
249610,Senior Staff,1994-07-03
249613,Senior Staff,1995-05-13
249619,Senior Engineer,1998-12-26
249624,Senior Staff,1997-02-03
249642,Senior Engineer,1988-10-30
249643,Senior Engineer,1992-12-19
249645,Senior Engineer,1995-09-15
249646,Senior Engineer,1988-11-01
249654,Senior Staff,1997-02-27
249663,Staff,1999-12-21
249666,Senior Engineer,1985-05-07
249667,Senior Staff,1993-01-03
249673,Senior Staff,1997-08-29
249694,Senior Engineer,1988-09-10
249696,Senior Engineer,2001-11-07
249697,Senior Engineer,1997-11-29
249708,Technique Leader,1994-10-23
249711,Senior Staff,1998-04-20
249719,Staff,1997-06-15
249720,Senior Staff,1998-08-09
249721,Staff,1998-07-20
249726,Senior Engineer,1997-08-09
249729,Senior Engineer,1991-07-26
249732,Senior Staff,1993-03-12
249733,Staff,1988-01-13
249736,Technique Leader,1992-12-05
249748,Senior Staff,1986-11-04
249750,Senior Staff,1997-09-23
249758,Technique Leader,1988-04-17
249761,Technique Leader,1987-02-05
249763,Senior Staff,2001-06-24
249765,Senior Engineer,1993-10-03
249766,Staff,1986-06-17
249797,Staff,1997-06-24
249802,Engineer,1999-01-18
249805,Senior Engineer,2000-10-19
249806,Senior Engineer,1988-02-12
249809,Senior Staff,1985-09-18
249819,Technique Leader,1988-10-27
249822,Senior Staff,1988-03-06
249827,Senior Staff,1993-12-20
249830,Senior Engineer,1993-02-01
249832,Technique Leader,1997-01-08
249843,Engineer,1999-03-22
249844,Senior Engineer,1987-09-27
249852,Senior Staff,1993-09-17
249861,Senior Engineer,1993-08-27
249863,Senior Staff,1999-04-10
249880,Senior Engineer,1991-10-22
249886,Engineer,1997-01-22
249900,Senior Engineer,1993-09-23
249904,Senior Engineer,1992-08-20
249907,Technique Leader,1995-12-04
249912,Engineer,1998-05-12
249923,Engineer,1995-03-08
249924,Senior Engineer,1997-11-04
249931,Staff,1999-06-18
249947,Engineer,1996-04-07
249958,Staff,1996-10-25
249968,Engineer,1994-02-22
249971,Engineer,1997-02-15
249972,Senior Staff,1985-10-03
249979,Senior Engineer,1996-07-22
249988,Senior Staff,1999-04-01
249995,Staff,1985-11-22
250000,Senior Engineer,1987-11-22
250004,Senior Engineer,1991-02-15
250005,Senior Engineer,1997-09-29
250006,Senior Staff,1994-12-09
250015,Staff,1996-10-04
250023,Engineer,1996-01-19
250026,Senior Engineer,1994-04-26
250028,Senior Staff,1995-02-10
250030,Senior Engineer,1994-07-01
250033,Senior Staff,1993-05-02
250039,Technique Leader,1994-12-30
250059,Senior Staff,1991-11-27
250060,Senior Staff,1992-09-03
250068,Senior Staff,1994-01-06
250079,Senior Staff,1995-12-25
250080,Senior Engineer,1994-08-24
250083,Senior Staff,1994-06-28
250107,Staff,1988-08-05
250117,Senior Staff,1996-09-28
250127,Engineer,1996-12-11
250129,Senior Engineer,2002-06-03
250130,Senior Engineer,1991-03-09
250141,Senior Staff,1993-05-24
250158,Senior Engineer,1994-05-17
250163,Senior Engineer,1997-12-08
250169,Senior Engineer,1986-04-19
250211,Senior Staff,2001-11-25
250213,Senior Engineer,1993-11-15
250216,Senior Staff,1992-01-06
250218,Senior Engineer,1994-01-24
250225,Senior Engineer,1992-06-20
250228,Engineer,1993-05-26
250241,Senior Staff,2001-07-06
250244,Senior Staff,1987-11-14
250248,Senior Engineer,1986-12-02
250257,Senior Engineer,1998-06-15
250260,Senior Staff,1992-07-28
250264,Senior Staff,1993-03-14
250272,Senior Engineer,2001-10-19
250276,Senior Engineer,1988-07-15
250295,Engineer,1987-04-29
250303,Technique Leader,1987-11-23
250304,Staff,1998-11-03
250331,Technique Leader,1999-04-30
250339,Senior Staff,1998-10-04
250342,Senior Engineer,1995-07-10
250356,Senior Staff,1993-12-31
250369,Senior Engineer,1985-03-24
250376,Senior Staff,1986-10-26
250384,Senior Engineer,1990-05-22
250387,Senior Engineer,1996-01-11
250389,Engineer,1998-12-07
250405,Senior Staff,2000-04-22
250418,Senior Staff,2000-02-16
250419,Engineer,1999-03-28
250420,Senior Staff,1993-11-13
250423,Senior Staff,1991-06-10
250428,Senior Engineer,1999-09-07
250437,Senior Staff,1994-06-15
250454,Engineer,1994-07-29
250460,Staff,1987-08-11
250462,Technique Leader,1993-08-24
250464,Senior Staff,1994-10-19
250470,Senior Staff,1988-09-25
250472,Senior Staff,2001-05-21
250473,Staff,1996-02-09
250477,Engineer,1994-03-31
250478,Senior Staff,1995-05-05
250493,Senior Staff,1988-03-07
250496,Senior Staff,1994-04-12
250499,Senior Staff,1996-03-09
250515,Senior Staff,1992-03-02
250516,Engineer,2000-01-03
250528,Senior Staff,1988-09-19
250531,Senior Staff,2001-01-14
250532,Staff,1997-05-15
250554,Senior Staff,1995-08-04
250557,Senior Staff,1992-07-26
250558,Senior Engineer,1995-06-06
250567,Senior Engineer,1991-10-20
250580,Senior Engineer,1997-08-27
250598,Senior Staff,1997-01-16
250604,Senior Engineer,1997-11-20
250612,Senior Staff,1995-01-04
250616,Senior Engineer,1998-02-05
250621,Engineer,1996-08-28
250624,Senior Staff,1993-07-03
250626,Senior Engineer,1986-01-11
250629,Senior Engineer,2001-03-08
250637,Senior Staff,1986-11-15
250639,Senior Staff,1994-02-21
250652,Senior Staff,1996-12-28
250653,Engineer,1999-12-10
250656,Senior Engineer,1993-12-17
250662,Engineer,1985-09-07
250664,Senior Staff,1993-05-24
250670,Senior Engineer,1993-04-25
250671,Senior Engineer,1992-04-24
250675,Senior Engineer,1994-10-02
250677,Engineer,1994-03-16
250685,Senior Engineer,1994-06-05
250687,Senior Staff,1999-12-21
250700,Staff,1998-04-04
250708,Senior Engineer,1995-10-30
250711,Senior Staff,1992-08-01
250714,Senior Engineer,1992-09-26
250716,Senior Staff,1993-04-21
250717,Senior Engineer,1985-09-18
250743,Senior Staff,1988-06-09
250745,Engineer,1996-06-22
250747,Staff,1997-05-21
250761,Staff,1996-04-19
250771,Senior Staff,1997-11-21
250790,Senior Staff,1989-04-03
250791,Technique Leader,1986-03-15
250794,Senior Staff,1987-09-15
250799,Senior Staff,1992-10-04
250801,Senior Engineer,1986-01-06
250805,Senior Engineer,1991-07-01
250816,Senior Staff,1992-05-06
250819,Senior Staff,1993-06-03
250825,Senior Staff,1995-06-30
250842,Technique Leader,1986-12-05
250845,Engineer,1999-05-14
250851,Senior Engineer,1992-03-02
250854,Senior Engineer,1991-05-27
250875,Engineer,1994-05-07
250883,Senior Staff,2000-07-01
250884,Senior Staff,1999-04-15
250886,Senior Staff,2002-03-06
250903,Senior Engineer,1995-02-21
250904,Staff,1995-05-29
250934,Senior Engineer,1999-10-01
250945,Senior Staff,1994-08-22
250950,Staff,1994-06-20
250967,Senior Staff,1995-01-25
250971,Senior Staff,1987-02-06
250984,Senior Staff,1994-02-22
250993,Senior Engineer,1992-10-13
250996,Technique Leader,1989-01-28
251000,Senior Engineer,1988-11-28
251002,Senior Staff,1995-11-05
251004,Senior Engineer,1995-08-04
251005,Senior Engineer,1997-10-26
251013,Technique Leader,1998-09-12
251016,Senior Engineer,1991-03-19
251022,Staff,1997-02-22
251026,Engineer,1998-08-03
251043,Senior Staff,1992-11-23
251044,Senior Staff,1992-10-16
251045,Assistant Engineer,1996-03-15
251068,Senior Engineer,1994-08-04
251070,Staff,1996-03-14
251079,Senior Engineer,1995-11-16
251082,Technique Leader,1986-03-29
251085,Senior Engineer,1993-09-13
251092,Senior Engineer,1994-03-15
251100,Senior Staff,1992-08-29
251103,Technique Leader,1985-07-21
251108,Senior Engineer,1998-01-13
251124,Senior Staff,1996-05-10
251130,Senior Engineer,1995-03-26
251141,Technique Leader,1986-12-28
251149,Senior Engineer,1987-10-03
251154,Technique Leader,1999-01-23
251182,Senior Staff,1992-04-03
251200,Engineer,1997-12-24
251216,Senior Staff,1997-10-01
251237,Senior Staff,1993-04-17
251253,Staff,1999-05-01
251261,Senior Staff,1987-01-03
251262,Senior Engineer,1999-09-06
251268,Senior Staff,1995-03-23
251272,Engineer,1997-09-07
251291,Senior Staff,1986-06-19
251296,Senior Engineer,1995-06-07
251299,Senior Engineer,1990-07-21
251307,Senior Engineer,1999-11-12
251318,Senior Engineer,1994-11-21
251321,Senior Engineer,1990-06-14
251324,Senior Staff,1999-01-17
251327,Senior Staff,1988-07-11
251336,Engineer,1993-06-02
251367,Senior Engineer,1997-10-15
251384,Senior Staff,1999-04-13
251388,Senior Engineer,1993-09-06
251404,Senior Staff,1993-11-03
251419,Senior Engineer,1995-05-21
251436,Engineer,1997-10-31
251451,Senior Engineer,1989-01-13
251456,Staff,1997-09-26
251464,Senior Staff,1993-06-29
251470,Senior Engineer,1992-10-05
251472,Senior Staff,1995-09-01
251474,Engineer,1995-11-17
251478,Senior Engineer,1993-04-11
251480,Engineer,1996-10-26
251493,Assistant Engineer,1998-06-20
251495,Senior Staff,1993-08-21
251496,Senior Engineer,1993-12-21
251510,Senior Engineer,1999-08-26
251514,Senior Engineer,1993-07-13
251518,Engineer,1997-08-03
251524,Senior Engineer,1995-07-23
251526,Staff,1997-06-24
251536,Senior Staff,1992-09-11
251541,Assistant Engineer,1999-06-19
251565,Senior Staff,1992-11-06
251579,Engineer,1992-12-27
251585,Senior Engineer,1993-07-08
251591,Technique Leader,1988-02-02
251596,Engineer,1988-05-07
251603,Staff,1988-04-17
251608,Technique Leader,1993-01-03
251618,Technique Leader,1985-04-28
251621,Senior Engineer,1995-03-31
251659,Assistant Engineer,1988-12-22
251669,Senior Staff,1995-11-16
251683,Assistant Engineer,1998-11-25
251684,Senior Staff,1998-07-05
251685,Engineer,1995-12-19
251687,Senior Engineer,1993-11-27
251688,Senior Engineer,1996-03-20
251692,Senior Staff,1986-08-02
251703,Senior Staff,1992-06-04
251706,Senior Engineer,1990-10-09
251709,Senior Staff,1993-05-05
251720,Engineer,1994-09-24
251734,Senior Staff,1996-12-30
251739,Senior Engineer,1995-11-12
251740,Senior Staff,1993-11-10
251767,Senior Engineer,1994-12-04
251798,Senior Staff,1992-07-17
251801,Senior Staff,1999-01-18
251804,Assistant Engineer,1997-02-22
251806,Senior Engineer,1997-06-19
251812,Staff,1998-01-22
251815,Senior Staff,1994-05-22
251826,Senior Engineer,1995-01-06
251830,Senior Staff,1994-09-29
251839,Technique Leader,1985-04-17
251851,Senior Engineer,1998-03-03
251855,Engineer,1991-04-06
251861,Senior Engineer,1996-04-20
251862,Senior Engineer,1994-11-20
251865,Senior Staff,1993-12-19
251877,Engineer,1996-03-10
251883,Senior Staff,1993-04-18
251903,Engineer,1998-12-29
251913,Engineer,1998-10-23
251921,Senior Engineer,1993-10-12
251938,Senior Staff,1986-02-20
251940,Senior Staff,1995-01-10
251947,Senior Engineer,1994-12-31
251959,Senior Engineer,1994-02-10
251961,Senior Engineer,1995-04-30
251962,Senior Engineer,1990-09-26
251963,Senior Engineer,1986-08-06
251966,Senior Staff,1994-07-05
251971,Senior Engineer,2002-04-02
251999,Senior Engineer,2000-04-03
252004,Senior Engineer,1997-03-11
252016,Senior Staff,1993-08-19
252018,Senior Engineer,2001-09-06
252021,Senior Engineer,1993-12-16
252023,Senior Staff,1994-04-04
252038,Senior Staff,1999-06-09
252044,Technique Leader,1988-07-20
252055,Senior Engineer,2001-04-27
252056,Senior Staff,1997-03-02
252058,Senior Staff,1996-04-18
252062,Senior Staff,1994-07-31
252070,Senior Engineer,1998-03-17
252098,Senior Engineer,1996-02-28
252104,Senior Engineer,1991-01-05
252108,Senior Staff,1988-11-25
252118,Senior Engineer,1991-02-19
252123,Senior Engineer,1994-12-13
252127,Staff,1990-08-27
252138,Senior Engineer,1999-12-03
252159,Senior Engineer,1991-06-11
252166,Senior Engineer,1996-08-19
252169,Senior Engineer,1993-06-09
252171,Senior Engineer,1997-08-19
252189,Staff,1988-07-16
252190,Senior Staff,1996-10-10
252194,Senior Staff,1993-10-12
252198,Staff,1999-08-10
252199,Staff,1993-10-01
252221,Senior Engineer,1989-02-23
252223,Technique Leader,1985-07-10
252224,Senior Engineer,2000-03-16
252230,Senior Engineer,1993-01-16
252235,Engineer,1996-12-21
252243,Senior Engineer,1995-12-12
252245,Engineer,1988-06-16
252251,Senior Engineer,1994-02-08
252256,Senior Staff,1993-02-03
252260,Senior Engineer,1992-06-25
252272,Senior Engineer,1995-02-12
